DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
101808707,03/23/2010,03/23/2010,1330,18,Southeast,1801,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,87TH,HOOVER,"(33.9587, -118.2869)"
101812342,05/22/2010,05/21/2010,1900,18,Southeast,1851,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,132ND,FIGUEROA,"(33.9123, -118.2827)"
130101424,12/31/2013,12/30/2013,1555,01,Central,0162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
101813367,06/09/2010,06/08/2010,1830,18,Southeast,1824,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,103RD,CENTRAL,"(33.9433, -118.2541)"
101819796,09/30/2010,09/30/2010,1700,18,Southeast,1823,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,AVALON,103RD,"(33.9438, -118.2652)"
101821345,10/26/2010,10/26/2010,1800,18,Southeast,1803,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,87TH,AVALON,"(33.9581, -118.2651)"
101916055,06/26/2010,06/25/2010,2030,19,Mission,1998,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,VAN NUYS,MICHAELS,"(34.2152, -118.4488)"
101418273,08/05/2010,08/05/2010,1430,14,Pacific,1441,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,2600    PACIFIC                      AV,,"(33.9824, -118.4679)"
130101425,12/31/2013,12/30/2013,1450,01,Central,0118,900,VIOLATION OF COURT ORDER,,21,M,H,101,STREET,,,IC,Invest Cont,900,,,,MAGDALENA,LEROY,"(34.0649, -118.2289)"
101323156,10/15/2010,10/15/2010,1830,13,Newton,1353,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,47TH,CENTRAL,"(34.0008, -118.2565)"
101318873,08/15/2010,08/15/2010,1800,13,Newton,1395,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,AVALON,66TH,"(33.9797, -118.2652)"
130101427,12/31/2013,12/31/2013,1020,01,Central,0176,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,47,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,998,,,700    WALL                         ST,,"(34.0419, -118.2485)"
130101428,12/31/2013,12/31/2013,1550,01,Central,0171,624,BATTERY - SIMPLE ASSAULT,0416 0400,28,M,W,737,SKATING RINK*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
102004975,01/15/2010,01/15/2010,1800,20,Olympic,2015,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,EDGEMONT,BEVERLY,"(34.0763, -118.2975)"
130104012,01/01/2013,01/01/2013,0240,01,Central,0164,624,BATTERY - SIMPLE ASSAULT,0416,28,M,W,203,OTHER BUSINESS,304,CLUB/BAT,IC,Invest Cont,624,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)"
102019003,08/21/2010,08/21/2010,1340,20,Olympic,2022,480,BIKE - STOLEN,0202 0344,30,M,A,102,SIDEWALK,,,IC,Invest Cont,480,,,,WESTERN,WILSHIRE,"(34.0617, -118.3091)"
102104824,01/15/2010,01/15/2010,1600,21,Topanga,2175,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,BURBANK,TOPANGA CYN,"(34.1732, -118.6152)"
130104024,01/01/2013,01/01/2013,0625,01,Central,0132,626,INTIMATE PARTNER - SIMPLE ASSAULT,0411 2000,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,IC,Invest Cont,626,,,,200 S  GRAND                        AV,,"(34.0545, -118.2499)"
101422890,10/09/2010,10/08/2010,1600,14,Pacific,1449,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,3800    MCLAUGHLIN                   AV,,"(34.0086, -118.4246)"
101423125,10/12/2010,10/11/2010,2030,14,Pacific,1416,330,BURGLARY FROM VEHICLE,1307,19,F,W,101,STREET,,,IC,Invest Cont,330,,,,ROSEWOOD,PALMS,"(34.0052, -118.4478)"
101604355,01/08/2010,01/05/2010,2000,16,Foothill,1602,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,FOOTHILL,PAXTON,"(34.2868, -118.4081)"
101518858,09/03/2010,09/02/2010,2220,15,N Hollywood,1526,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,SYLVAN,COLFAX,"(34.1849, -118.3878)"
101520998,10/12/2010,10/11/2010,2300,15,N Hollywood,1523,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,BEEMAN,ERWIN,"(34.1831, -118.4073)"
130104030,01/01/2013,01/01/2013,0030,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,0416,25,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,7TH                          ST,GRAND,"(34.0473, -118.2566)"
130104039,01/01/2013,01/01/2013,0015,01,Central,0181,510,VEHICLE - STOLEN,0344,72,M,B,713,CONVENTION CENTER,,,IC,Invest Cont,510,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)"
102110498,05/01/2010,05/01/2010,1400,21,Topanga,2125,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,REMMET,STRATHERN,"(34.2156, -118.6003)"
130104045,01/01/2013,01/01/2013,1010,01,Central,0111,888,TRESPASSING,,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)"
101611510,06/01/2010,05/31/2010,2300,16,Foothill,1622,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,VAN NUYS,KEWEN,"(34.2624, -118.4272)"
101706594,02/16/2010,02/13/2010,1500,17,Devonshire,1756,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,ZELZAH,MERRIDY,"(34.2522, -118.5234)"
101711597,05/18/2010,05/17/2010,1700,17,Devonshire,1793,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,WYSTONE,NAPA,"(34.2264, -118.5466)"
101913444,05/19/2010,05/17/2010,1645,19,Mission,1984,330,BURGLARY FROM VEHICLE,0344,49,M,H,101,STREET,,,IC,Invest Cont,330,,,,KESTER,PARTHENIA,"(34.2282, -118.4575)"
101813972,06/20/2010,06/20/2010,1400,18,Southeast,1836,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,103RD,COMPTON,"(33.9433, -118.2462)"
101913367,05/18/2010,05/17/2010,2130,19,Mission,1921,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,TELFAIR,COBALT,"(34.3043, -118.4726)"
130104049,01/01/2013,01/01/2013,1030,01,Central,0118,330,BURGLARY FROM VEHICLE,0344,73,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,1700    NAUD                         ST,,"(34.0686, -118.2266)"
102000001,12/02/2010,12/01/2010,1730,20,Olympic,2026,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,5TH,NEW HAMPSHIRE,"(34.0654, -118.2929)"
102025004,12/04/2010,12/03/2010,1730,20,Olympic,2064,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,1200 S  KINGSLEY                     DR,,"(34.0491, -118.3031)"
102105426,01/27/2010,01/26/2010,1908,21,Topanga,2133,648,ARSON,1501,,M,O,101,STREET,,,IC,Invest Cont,648,,,,FALLBROOK,SATICOY,"(34.2083, -118.6234)"
102105808,02/03/2010,02/02/2010,1800,21,Topanga,2173,210,ROBBERY,,47,M,H,602,BANK,102,HAND GUN,IC,Invest Cont,210,,,,FALLBROOK,VENTURA,"(34.166, -118.6233)"
102109630,04/14/2010,04/14/2010,1130,21,Topanga,2156,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,ERWIN,TOPANGA CANYON,"(34.1829, -118.6059)"
102112695,06/13/2010,06/12/2010,1100,21,Topanga,2146,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,7000    VASSAR                       AV,,"(34.1974, -118.6044)"
130104051,01/01/2013,01/01/2013,1205,01,Central,0154,624,BATTERY - SIMPLE ASSAULT,0429 0417 0400,50,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  MAIN                         ST,,"(34.0467, -118.2485)"
102111619,05/24/2010,05/23/2010,2100,21,Topanga,2146,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,6800    ALABAMA                      AV,,"(34.1938, -118.599)"
130104053,01/01/2013,01/01/2013,1900,01,Central,0153,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,0545 0533 1402 0500 0541 0542 0503,38,M,W,709,PUBLIC RESTROOM(INDOORS-INSIDE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,5TH                          ST,HILL                         ST,"(34.0488, -118.2518)"
130104063,01/02/2013,01/01/2013,0950,01,Central,0192,350,"THEFT, PERSON",0344 1813 2000,42,M,B,102,SIDEWALK,,,AO,Adult Other,350,,,,1300 S  HOPE                         ST,,"(34.0395, -118.2656)"
130104066,01/02/2013,01/01/2013,1500,01,Central,0185,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19,F,H,148,PUBLIC RESTROOM/OUTSIDE*,,,IC,Invest Cont,440,,,,MAPLE,11TH                         ST,"(34.0371, -118.2551)"
130104096,01/02/2013,01/02/2013,1030,01,Central,0195,624,BATTERY - SIMPLE ASSAULT,0917 0417 0416 2004,27,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HILL,WASHINGTON,"(34.032, -118.2657)"
100209206,04/03/2010,04/02/2010,1730,20,Olympic,2019,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,COMMONWEALTH,2ND,"(34.0705, -118.2857)"
130104097,01/02/2013,01/02/2013,1230,01,Central,0148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0918 0416 2004,50,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,5TH,SAN PEDRO,"(34.0435, -118.2427)"
130104098,01/02/2013,01/02/2013,1400,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,0444 0429 0417,48,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,HILL,"(34.0481, -118.2542)"
130104099,01/02/2013,01/01/2013,0200,01,Central,0157,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,65,M,B,503,HOTEL,,,IC,Invest Cont,440,,,,600 E  6TH                          ST,,"(34.0417, -118.2443)"
130104101,01/02/2013,01/02/2013,1410,01,Central,0164,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,41,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)"
130104102,01/02/2013,01/02/2013,1230,01,Central,0161,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",0104 0344 0601 0304,30,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
102115796,08/13/2010,08/13/2010,2215,21,Topanga,2156,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,6100    TOPANGA CANYON               BL,,"(34.1811, -118.6059)"
102116632,08/30/2010,08/30/2010,2330,21,Topanga,2114,210,ROBBERY,0302 0334 0337 0344 1309,25,M,A,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,8200    TOPANGA CANYON               BL,,"(34.2176, -118.606)"
130104105,01/02/2013,01/02/2013,1745,01,Central,0162,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0344 2004 0601,27,F,B,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
130104107,01/02/2013,01/02/2013,1415,01,Central,0157,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1218,47,M,B,203,OTHER BUSINESS,511,VERBAL THREAT,AO,Adult Other,930,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
130104112,01/02/2013,01/02/2013,1340,01,Central,0162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0104 0344 0325,30,M,H,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
101421358,09/23/2010,09/22/2010,2000,14,Pacific,1489,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,93RD,ISIS,"(33.9516, -118.3754)"
101823239,11/26/2010,11/26/2010,1700,18,Southeast,1821,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,104TH,HOOVER,"(33.9424, -118.2869)"
101823722,12/06/2010,12/05/2010,2330,18,Southeast,1864,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,CENTRAL,120TH,"(33.9237, -118.2543)"
130104116,01/01/2013,01/01/2013,0030,01,Central,0182,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0305 0346,26,F,A,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,1000 S  FLOWER                       ST,,"(34.0444, -118.2628)"
130104118,01/02/2013,01/02/2013,1805,01,Central,0192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0327 0329 0601 1402,,M,W,108,PARKING LOT,,,IC,Invest Cont,740,998,,,HOPE,PICO,"(34.0391, -118.2659)"
130104125,01/03/2013,01/02/2013,1400,01,Central,0152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,600 S  FLOWER                       ST,,"(34.0502, -118.2574)"
130104126,01/03/2013,01/02/2013,1700,01,Central,0161,480,BIKE - STOLEN,0344,22,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
101309171,03/21/2010,03/20/2010,1600,13,Newton,1309,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,7TH,SANTA FE,"(34.0336, -118.23)"
101325847,11/26/2010,11/25/2010,2200,13,Newton,1363,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,49TH,MCKINLEY,"(33.9993, -118.2608)"
130104149,01/03/2013,01/03/2013,1010,01,Central,0195,210,ROBBERY,0344 1402 0104 0416 0417 0346 0601,55,M,H,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,998,,,LOS ANGELES,WASHINGTON,"(34.0306, -118.2635)"
130104150,01/03/2013,01/03/2013,1130,01,Central,0162,440,THEFT PLAIN - PETTY ($950 & UNDER),0601 0104 0344,27,M,B,403,DRUG STORE,,,IC,Invest Cont,440,,,,600 W  7TH                          ST,,"(34.0473, -118.2566)"
130104152,01/03/2013,01/03/2013,0910,01,Central,0182,860,BATTERY WITH SEXUAL CONTACT,0305 0345 0522 0448,22,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,HOPE,OLYMPIC,"(34.0437, -118.2617)"
101211826,04/11/2010,04/10/2010,2000,12,77th Street,1209,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,50TH,FLOWER,"(33.9974, -118.2813)"
130104154,01/03/2013,01/02/2013,1400,01,Central,0174,210,ROBBERY,0344 0416 0342,57,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,LOS ANGELES,"(34.0433, -118.2504)"
130104168,01/03/2013,01/03/2013,1130,01,Central,0162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,24,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
130104173,01/03/2013,01/03/2013,1600,01,Central,0157,901,VIOLATION OF RESTRAINING ORDER,1300 0319 0329 0447 1813,45,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,901,,,,500    CROCKER                      ST,,"(34.0435, -118.2427)"
130104184,01/03/2013,01/03/2013,1345,01,Central,0156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0421,54,M,W,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,930,,,,400 E  6TH                          ST,,"(34.0428, -118.2461)"
130104190,01/04/2013,01/04/2013,0210,01,Central,0143,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1402,33,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 S  SPRING                       ST,,"(34.0488, -118.2483)"
130104191,01/04/2013,01/03/2013,1130,01,Central,0128,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,57,F,A,201,JEWELRY STORE,,,IC,Invest Cont,341,,,,100 S  SAN PEDRO                    ST,,"(34.0504, -118.2409)"
130104193,01/04/2013,01/04/2013,0605,01,Central,0156,220,ATTEMPTED ROBBERY,0337 0416,55,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,5TH,SAN JULIAN,"(34.0446, -118.245)"
130104195,01/04/2013,01/03/2013,1200,01,Central,0192,886,DISTURBING THE PEACE,,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,1300 S  HOPE                         ST,,"(34.0395, -118.2656)"
130104217,01/04/2013,01/04/2013,1230,01,Central,0118,510,VEHICLE - STOLEN,,12,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,900 N  BROADWAY,,"(34.064, -118.2375)"
130104219,01/04/2013,01/04/2013,1250,01,Central,0195,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,IC,Invest Cont,626,,,,1300 S  LOS ANGELES                  ST,,"(34.0357, -118.2593)"
130104231,01/04/2013,01/04/2013,1430,01,Central,0176,210,ROBBERY,0419 0344 0400 1309 0104,27,F,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210,,,,9TH                          ST,SANTEE                       ST,"(34.0395, -118.2527)"
130104252,01/05/2013,01/04/2013,1830,01,Central,0171,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0321 1606,21,M,W,503,HOTEL,,,IC,Invest Cont,341,,,,900 W  OLYMPIC                      BL,,"(34.0454, -118.2657)"
130104257,01/04/2013,01/04/2013,1500,01,Central,0138,350,"THEFT, PERSON",0346 0344 0400 0444,28,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,350,,,,200 S  LOS ANGELES                  ST,,"(34.0503, -118.2433)"
130104258,01/05/2013,01/05/2013,0215,01,Central,0171,624,BATTERY - SIMPLE ASSAULT,1210 0400 0429,29,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
130104259,01/05/2013,01/05/2013,0215,01,Central,0171,624,BATTERY - SIMPLE ASSAULT,1202 0400 0429,92,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
130104260,01/05/2013,01/05/2013,0215,01,Central,0171,624,BATTERY - SIMPLE ASSAULT,1202 0400 0429,29,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
130104267,01/05/2013,01/04/2013,1830,01,Central,0152,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344,48,F,W,101,STREET,,,IC,Invest Cont,331,,,,5TH,HILL                         ST,"(34.0489, -118.2519)"
130104278,01/05/2013,01/05/2013,1000,01,Central,0128,888,TRESPASSING,1501,24,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,888,,,,100 S  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
130104280,01/05/2013,01/05/2013,1215,01,Central,0147,624,BATTERY - SIMPLE ASSAULT,0400 0416,46,F,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  5TH                          ST,,"(34.0449, -118.2458)"
130104283,01/05/2013,01/05/2013,0001,01,Central,0143,330,BURGLARY FROM VEHICLE,0344,33,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,4TH,SPRING                       ST,"(34.0492, -118.2488)"
130104286,01/05/2013,01/05/2013,1120,01,Central,0185,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0378 1402,21,F,H,203,OTHER BUSINESS,,,AA,Adult Arrest,442,,,,MAPLE                        AV,PICO                         BL,"(34.0346, -118.2572)"
130104287,01/05/2013,01/05/2013,1600,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,1814 0400,57,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,400 E  7TH                          ST,,"(34.0419, -118.2485)"
130104303,01/05/2013,01/04/2013,1815,01,Central,0161,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,37,M,O,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
130104308,01/05/2013,01/05/2013,1800,01,Central,0153,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,40,M,H,403,DRUG STORE,,,IC,Invest Cont,442,,,,500 S  BROADWAY,,"(34.0481, -118.2507)"
130104309,01/05/2013,01/05/2013,1750,01,Central,0176,510,VEHICLE - STOLEN,,12,,,101,STREET,,,IC,Invest Cont,510,,,,7TH                          ST,MAIN                         ST,"(34.0433, -118.2504)"
130104320,01/06/2013,01/06/2013,0345,01,Central,0118,210,ROBBERY,1402 0906 1310 0416 0417 0302 0344 0421 1609,36,F,B,102,SIDEWALK,102,HAND GUN,AO,Adult Other,210,998,,,CARDINAL,LEROY,"(34.0635, -118.228)"
131404882,01/12/2013,01/11/2013,2030,14,Pacific,1455,410,"BURGLARY FROM VEHICLE, ATTEMPTED",0344 1300,65,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,410,,,,12500    BRADDOCK                     DR,,"(33.9878, -118.4215)"
101007698,03/15/2010,03/14/2010,2200,10,West Valley,1015,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,CANBY,VALERIO,"(34.2048, -118.5339)"
130104322,01/06/2013,01/06/2013,0200,01,Central,0185,624,BATTERY - SIMPLE ASSAULT,0319 0400,23,F,O,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 E  OLYMPIC                      BL,,"(34.0405, -118.2567)"
130104325,01/06/2013,01/05/2013,2000,01,Central,0105,510,VEHICLE - STOLEN,,12,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,500    SOLANO                       AV,,"(34.0736, -118.2312)"
130104344,01/06/2013,01/06/2013,1230,01,Central,0111,624,BATTERY - SIMPLE ASSAULT,1306 0416,75,M,A,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BAMBOO,BROADWAY,"(34.0658, -118.2365)"
130104351,01/06/2013,01/06/2013,1200,01,Central,0185,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,24,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1200    SANTEE                       ST,,"(34.0363, -118.2573)"
130104353,01/06/2013,01/06/2013,1730,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,1240 1309 1814 0416 0446 2000,25,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,FIGUEROA,"(34.0509, -118.2585)"
130104354,01/06/2013,01/06/2013,1730,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,1240 1310 1814 0416 2000,38,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,FIGUEROA,"(34.0509, -118.2585)"
130104355,01/06/2013,01/05/2013,1730,01,Central,0152,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,22,F,A,108,PARKING LOT,,,IC,Invest Cont,420,,,,7TH                          ST,GRAND,"(34.0473, -118.2566)"
130104362,01/07/2013,01/07/2013,0005,01,Central,0146,210,ROBBERY,0112 0344 0400 1402,53,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,210,998,,,4TH                          ST,WALL,"(34.0464, -118.2447)"
130104369,01/07/2013,01/06/2013,2020,01,Central,0156,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,50,M,W,102,SIDEWALK,,,IC,Invest Cont,745,,,,WALL                         ST,6TH                          ST,"(34.0435, -118.2471)"
130104370,01/07/2013,01/07/2013,0030,01,Central,0153,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0906,30,F,B,102,SIDEWALK,,,IC,Invest Cont,626,,,,7TH                          ST,SPRING                       ST,"(34.0449, -118.2528)"
130104384,01/07/2013,01/04/2013,1100,01,Central,0142,956,"LETTERS, LEWD",0421,47,F,B,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,956,,,,300 S  GRAND                        AV,,"(34.053, -118.2513)"
130104390,01/07/2013,01/04/2013,0400,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,63,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,500    WALL                         ST,,"(34.0449, -118.2458)"
